gene,rescue_lfc,rescue_pval,h2o2_lfc,h2o2_pval
FGFBP2,3.10188568682633,0.469599660827028,0,1
OR5B12,3.10188568682633,0.469599660827028,0,1
OTOP2,3.10188568682633,0.469599660827028,0,1
POU4F2,3.10188568682633,0.469599660827028,0,1
SERPINB4,3.10188568682633,0.469599660827028,0,1
TMPRSS4,3.10188568682633,0.469599660827028,0,1
HDAC8,-3.10077189430285,0.443118158777091,2.82175682767089,0.485213133113388
NUTM2F,3.09511511391072,0.209852715546907,-0.913046893242202,0.728749945689524
C2orf66,3.09052954375957,0.0582271092514145,1.87837059244173,0.347583071667188
NPAP1,-3.09034139430176,0.473378895101422,2.81133727954095,0.514222965225911
MAGED4B,-3.08757432415716,,3.24123287522838,
GDPD2,3.07716455225081,0.0426341126614243,-2.61632429806687,0.0894382671135659
RIPK3,3.07323231811944,0.225617921384243,1.80801237984083,0.515074100816078
TMEM50B,-3.07148684202643,0.416842635688587,0.929463587004961,0.80354644108504
