"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
73,73,"",0.0291854691472639,-0.528900561469339,0.932337304308334,0.0841475056491718,-0.432409588464033,0.86325338884714,0.0172139529471574,-0.480655074966686,0.753225262362277
74,74,"",0.251092928159993,-0.161227420125359,0.941898329414281,0.498504834620809,0.10422078886831,0.962043890635472,0.385285740572375,-0.0285033156285245,0.946152072260454
96,96,"ICA1",0.428003319902456,-0.157838504444549,0.959715814077399,0.848701398667086,0.0355317367983532,0.992295709495558,0.731097167911947,-0.0611533838230979,0.97874342886302
97,97,"SAMD9L",0.613733085948419,-0.123062798382795,0.97063836705401,0.548054727537693,-0.148956920797026,0.967135044697344,0.702848121303097,-0.13600985958991,0.97586633122019
99,99,"OR8D1",0.896195385195867,0.0178624507688077,0.991561388518226,0.32265750832889,0.144660952858099,0.944102565694778,0.647947705009818,0.0812617018134534,0.972781667470538
100,100,"BOK",0.579398523194312,0.0950809297202639,0.968086653993865,0.323266062536022,0.185403685347822,0.944102565694778,0.501035477012002,0.140242307534043,0.96058062972819
101,101,"",0.204851287026996,-0.194069602010471,0.932337304308334,0.974807695234231,0.00555267344783521,0.999286316087641,0.521389400628936,-0.0942584642813179,0.96058062972819
102,102,"C6orf120",0.299169349999723,-0.112423080597181,0.948453194766465,0.0723995315403626,0.209561944216004,0.861359041696931,0.104666288879998,0.0485694318094115,0.874659941537275
103,103,"NLE1",0.67877017696317,-0.0713298817290417,0.977029779903804,0.036760089297911,0.293927332720863,0.838786140167931,0.117043590801655,0.111298725495911,0.884197949586609
104,104,"RRM1",0.074804280480113,-0.25273902360074,0.932337304308334,0.370189469072757,0.0978843128424749,0.950314150747356,0.127011579649123,-0.0774273553791326,0.890188677266627
106,106,"UBE2K",0.0663036350249477,-0.251834091668587,0.932337304308334,0.211449691864228,0.157871795952659,0.921216811520912,0.0738466325343501,-0.046981147857964,0.859589644472874
107,107,"",0.320231221200145,-0.142953985619973,0.950990160691494,0.771724064147148,0.0489676500239261,0.987296569730794,0.592578583246156,-0.0469931677980234,0.968877932183176
108,108,"C1orf115",0.115962211124391,-0.244014727375203,0.932337304308334,0.548428367312151,-0.0758997750169127,0.967135044697344,0.2388186601786,-0.159957251196058,0.923263052270601
109,109,"HSPD1",0.478949780342769,-0.160931452336958,0.963769568130646,0.778171197482443,0.0887518509334825,0.987494652598146,0.740552854765787,-0.0360898007017377,0.979419906774076
110,110,"",0.319793620701344,-0.112686127563657,0.950990160691494,0.347279889317981,0.109219156907566,0.946326734550594,0.355130230814506,-0.00173348532804549,0.94320868108775
111,111,"ATP6V1C2",0.556389294075832,-0.0988197129467,0.966520500592674,0.495979875766024,0.113374045226825,0.961853082387438,0.631255608156582,0.0072771661400625,0.970680888593121
112,112,"FLJ22536",0.752304792170553,0.0592994942244707,0.982241006592212,0.253015580130502,-0.185439842404957,0.931122770429098,0.506111292195652,-0.0630701740902432,0.96058062972819
113,113,"NRL",0.136054864308202,-0.312430545295108,0.932337304308334,0.48131875190452,-0.245540018680325,0.960633675511017,0.243994863970094,-0.278985281987716,0.924423325416344
114,114,"BRD3",0.0589332927289972,0.404204508865544,0.932337304308334,0.692747027313762,0.0997490879976954,0.981702893677044,0.171404917008035,0.25197679843162,0.911040253665919
115,115,"COX18",0.899263125528634,0.0165426799733464,0.991583611041641,0.371272993881787,-0.133249213242307,0.950314150747356,0.700128904220889,-0.0583532666344803,0.97586633122019
116,116,"TSHR",0.272707586284439,0.135690872716031,0.942780878045783,0.831376999623867,0.0340931266405486,0.991359294599708,0.563185613474876,0.0848919996782898,0.965891073060518
118,118,"OR12D2",0.0802150106058868,0.213369617202903,0.932337304308334,0.640872749460175,-0.0639264681432624,0.974552011140937,0.203983819127182,0.0747215745298203,0.914518141420234
119,119,"LRP10",0.238138948305749,-0.166425503857693,0.940046072971897,0.46006097412598,-0.0956308420673555,0.958775171406341,0.351824701038484,-0.131028172962524,0.942595893898428
