pathway,NES_H2O2,Padj_H2O2,NES_Rescue,Padj_Rescue
BIOCARTA_GH_PATHWAY,-1.1302835522465966,0.5937833889924073,-1.007290446563526,0.6823625101396927
BIOCARTA_GLEEVEC_PATHWAY,-1.2768816607648272,0.4581037451964738,-0.8581722072003917,0.8113605232894573
BIOCARTA_GPCR_PATHWAY,-0.9699645821029212,0.776204061700245,-0.7458094788252667,0.8840250693676387
BIOCARTA_GSK3_PATHWAY,-1.5373534967549096,0.2236575348222191,-0.9846893300445417,0.6995668768765689
BIOCARTA_HCMV_PATHWAY,-1.1854575055272696,0.5493069124358597,-0.959125136416104,0.7185170728630089
BIOCARTA_HDAC_PATHWAY,-1.3202923718561346,0.3989507645486069,-1.1852319248766814,0.522641888210158
BIOCARTA_HER2_PATHWAY,-1.4888118730959126,0.263491369892943,-0.7903709690905099,0.8446249962390672
BIOCARTA_HIF_PATHWAY,-1.0670614452326388,0.6990613127847881,-1.493841938376103,0.20935575774285453
BIOCARTA_HIVNEF_PATHWAY,0.7789599289063588,0.9415930711949633,0.7376501791391167,0.9459615994055229
BIOCARTA_IGF1MTOR_PATHWAY,-1.3915951700684879,0.366073496396077,-0.9553448996221758,0.7184396810755814
BIOCARTA_IGF1R_PATHWAY,-1.531872493566971,0.23843456622554007,-1.1562024206075874,0.5419989951809047
